algoritmo,tipo_caso,n,tiempo_medio,tiempo_mediana,tiempo_std,tiempo_min,tiempo_max,operaciones_moda,memoria_media
prog_dinamica,mejor,9,0.00379889999894654,0.0040709999957471,0.0005509350905924041,0.0031718000027467,0.0044018999979016,18432,132.5859375
prog_dinamica,mejor,10,0.008633000000554562,0.0081829000046127,0.0010747403033809656,0.0075517000004765,0.0103400000007241,46080,285.6796875
prog_dinamica,mejor,11,0.02172487999923756,0.0207271999970544,0.0029971188871633627,0.0192400999949313,0.0262555000008433,112640,608.3046875
prog_dinamica,mejor,12,0.07434508000005732,0.0621081999997841,0.03153395047003461,0.0565172999995411,0.1303141999960644,270336,1277.2421875
prog_dinamica,mejor,13,0.12065279999951598,0.1029835000008461,0.03915739897307828,0.0989724000028218,0.1903748999975505,638976,2688.23125
prog_dinamica,mejor,14,0.2702225799992447,0.2410283999997773,0.06771941331455782,0.2376866999984486,0.3913175999987288,1490944,5639.58125
prog_dinamica,mejor,15,0.5451200199997401,0.5431610000014189,0.01633906033100792,0.5226716000033775,0.5676086999956169,3440640,11803.2421875
prog_dinamica,mejor,16,1.3113046200000098,1.3333545999994385,0.05574695955705986,1.2222580000016023,1.366413299998385,7864320,24648.95
prog_dinamica,mejor,17,3.1936495199988713,3.038300400003209,0.4976971596876748,2.8638334999996005,4.064509499999986,17825792,51378.9359375
prog_dinamica,peor,4,1.9299999985378234e-05,1.8799997633323077e-05,1.2922829555455722e-06,1.8600003386382014e-05,2.1599997126031667e-05,24,1.625
prog_dinamica,peor,5,3.6899998667649926e-05,2.970000059576705e-05,1.6155958837503438e-05,2.9499999072868377e-05,6.579999899258837e-05,40,3.390625
prog_dinamica,peor,6,9.999999892896456e-05,9.019999561132865e-05,1.9880014359839065e-05,8.340000204043463e-05,0.0001284999962081,240,10.3046875
