algoritmo,tipo_caso,n,tiempo_medio,tiempo_mediana,tiempo_std,tiempo_min,tiempo_max,operaciones_moda,memoria_media
rubin,mejor,8,0.00010762000019892885,0.0001082000017049,4.076348696152141e-05,6.600000051548705e-05,0.0001556999995955,539,4.0859375
rubin,mejor,9,0.00014216000126904114,9.4299997726921e-05,8.99297410407186e-05,8.930000331019983e-05,0.0002989000058732,768,4.6953125
rubin,mejor,10,0.00010876000014826001,0.000109100001282,7.987476799754799e-07,0.0001074000028893,0.0001093000028049,1053,4.8203125
rubin,mejor,11,0.00013440000038824002,0.000134000001708,1.067706414880164e-06,0.0001332000028924,0.0001358000008622,1400,4.9609375
rubin,mejor,12,0.0001764599990565,0.0001738999999361,1.5812114982659076e-05,0.000164400000358,0.0002032999982475,1815,5.1953125
rubin,mejor,13,0.00019806000200327999,0.0001970000012079,5.630986199401655e-06,0.0001934000028995,0.0002077000026474,2304,5.4140625
rubin,mejor,14,0.0002538400003686,0.000237799999013,2.7855395581701832e-05,0.0002324000015505,0.0002956000025733,2873,5.6953125
rubin,mejor,15,0.00030125999910522,0.0002842000030796,5.0112404579996225e-05,0.000270399999863,0.0003899000003002,3528,5.8671875
rubin,mejor,16,0.00038056000194042,0.0003246000051149,0.000123920185698207,0.0003176000027451,0.0006016999977873,4275,6.1953125
rubin,mejor,17,0.00041326000064139995,0.0003904999975929,4.490838547029721e-05,0.0003724000052898,0.0004712000009021,5120,6.3828125
rubin,mejor,18,0.00045558000128942,0.000436800000898,4.2493788025022224e-05,0.0004335999983595,0.0005315000016707,6069,6.7578125
rubin,mejor,19,0.0004992400004993601,0.0005004999984521,3.2276893442375516e-06,0.0004939000064041,0.0005020999960834,7128,8.7265625
rubin,mejor,20,0.00067110000090902,0.0006014000027789,0.00012748342961091386,0.0005581000004895,0.0008226999998441,8303,8.984375
rubin,mejor,21,0.00066082000121238,0.0006472000022768,4.587196542698381e-05,0.0006290000019362,0.0007413000057567,9600,9.5716796875
rubin,mejor,22,0.00075301999895598,0.0007339000003412,7.675784715177631e-05,0.0007015999944997,0.0008877000000211,11025,9.453125
rubin,peor,4,1.5380000695586206e-05,1.2600001355167478e-05,5.265644351351643e-06,1.170000177808106e-05,2.4100001610349864e-05,8,1.8873046875
rubin,peor,5,2.2479999461211265e-05,2.2199994418770075e-05,1.2557884043729103e-06,2.11000005947426e-05,2.4400003894697875e-05,10,2.265625
rubin,peor,6,0.00017912000184872,0.0001793000046745,6.610590654728059e-07,0.0001782000035746,0.0001798000012058,592,3.9453125
rubin,peor,7,0.00029916000203222,0.0002853000041795,5.0567757418783e-05,0.0002606999987619,0.0003854000024148,910,3.9921875
rubin,peor,8,0.00345482000120678,0.0034838999999919,0.00024944188250908706,0.0031554000015603,0.0037202000021352,14520,4.4890625
rubin,peor,9,0.00628392000216986,0.0061832000064896,0.00031444383692406176,0.0059961000006296,0.0067976999998791,25524,4.5390625
rubin,peor,10,0.10590632000239561,0.105187900000601,0.018571077289375355,0.0847534999993513,0.1286188000012771,450720,4.6171875
rubin,peor,11,0.23858635999931715,0.2440764999992097,0.05604422571529353,0.1827772999968147,0.3163140000033309,912688,4.88125
rubin,peor,12,3.3504876199993303,3.327953299994988,0.08308852960715933,3.2629180000003544,3.4874391999983345,19215840,5.7578125
rubin,promedio,4,2.8479998582042755e-05,2.61999957729131e-05,1.4683902019718792e-05,1.550000160932541e-05,5.339999916031957e-05,10,1.9234375
rubin,promedio,5,3.1819999276194724e-05,3.03999986499548e-05,1.5088137640875855e-05,1.850000262493268e-05,5.559999408433214e-05,9,3.071875
rubin,promedio,6,4.350000090198591e-05,4.320000152802095e-05,2.19846536600725e-05,1.5100005839485677e-05,6.9500005338341e-05,4,3.3703125
rubin,promedio,7,0.00011754000006475906,8.439999510301277e-05,8.525255674770889e-05,6.70000008540228e-05,0.0002692000052775,166,4.0046875
rubin,promedio,8,0.00018434000085102,0.0001338000001851,0.00010976599196199103,0.000111300003482,0.0003767000016523,338,4.2734375
rubin,promedio,9,0.00017502000264354919,9.390000195708126e-05,0.00014540588756524112,7.570000161649659e-05,0.000414100002672,298,4.5234375
rubin,promedio,10,0.00031326000316762,0.0001842000056058,0.0002572296795087352,0.0001220000049215,0.0007420000038109,562,4.6328125
rubin,promedio,11,0.00013333999813762,0.0001370999962091,1.0988309340815159e-05,0.0001141000029747,0.0001419999971403,587,4.7546875
rubin,promedio,12,0.00028711999766524,0.0001591999971424,0.00018322564532813684,0.0001577000002725,0.0005521999992197,894,4.8765625
rubin,promedio,13,0.00022327999904512,0.0002091999995172,5.948648311653592e-05,0.0001683000009506,0.0002966999963973,1111,5.0984375
rubin,promedio,14,0.00031715999939474,0.0003171999996993,4.1397442370281184e-05,0.0002753000007942,0.000383900005545,1298,5.1859375
rubin,promedio,15,0.00035886000114254,0.0003512000039336,6.0643615794782965e-05,0.0003049000006285,0.0004610000032698,1798,5.3828125
rubin,promedio,16,0.00039080000133248,0.0003653000021586,6.689734697887695e-05,0.000329700000293,0.000501800001075,1881,5.5578125
rubin,promedio,17,0.00046586000098608005,0.0004450999986147,0.000147243889624411,0.0003131999983452,0.0007100000002537,2453,5.6953125
rubin,promedio,18,0.00052521999896268,0.000540799999726,0.00018118181926564378,0.0003319999959785,0.0007705999960307,2843,6.1578125
rubin,promedio,19,0.0006011399978887801,0.0005499999970197,0.00013582039079744446,0.000480199996673,0.00082200000179,3304,8.6515625
rubin,promedio,20,0.00055629999988006,0.0005139999993843,0.00016407327460215803,0.0004186000005574,0.000832799996715,3599,8.83125
rubin,promedio,21,0.00060855999763586,0.0006072999967727,7.889672239069175e-05,0.0004881999993813,0.0006967999943299,4647,9.0
rubin,promedio,22,0.0007065999991027,0.000706099999661,8.627731322255671e-05,0.0005921999982092,0.0008277999950223,5115,9.7021484375
